Dates,AAPL_HIGH,AAPL_LOW,AAPL_OPEN,AAPL_LAST,AAPL_IV1st_90%,AAPL_IV1st_95%,AAPL_IV1st_97.5%,AAPL_IV1st_100%,AAPL_IV1st_102.5%,AAPL_IV1st_105%,AAPL_IV1st_110%,AAPL_IV2nd_90%,AAPL_IV2nd_95%,AAPL_IV2nd_97.5%,AAPL_IV2nd_100%,AAPL_IV2nd_102.5%,AAPL_IV2nd_105%,AAPL_IV2nd_110%,AAPL_IV1m_90%,AAPL_IV1m_95%,AAPL_IV1m_97.5%,AAPL_IV1m_100%,AAPL_IV1m_102.5%,AAPL_IV1m_105%,AAPL_IV1m_110%,AAPL_IV2m_90%,AAPL_IV2m_95%,AAPL_IV2m_97.5%,AAPL_IV2m_100%,AAPL_IV2m_102.5%,AAPL_IV2m_105%,AAPL_IV2m_110%,AAPL_IV3m_90%,AAPL_IV3m_95%,AAPL_IV3m_97.5%,AAPL_IV3m_100%,AAPL_IV3m_102.5%,AAPL_IV3m_105%,AAPL_IV3m_110%
8/10/2019,57.015,56.083,56.455,56.1,41.877,34.0887,30.7947,27.9265,25.5736,24.2875,26.8831,36.3738,33.0364,31.5262,30.0956,28.7118,27.6212,26.015,37.9626,34.2986,32.6336,30.9931,29.4529,28.1436,26.3998,32.9747,30.4505,29.3697,28.1327,27.0777,26.1076,24.6392,30.8278,28.9076,28.0414,26.8898,25.99,25.231,23.9103
9/10/2019,56.948,56.41,56.758,56.758,39.4563,32.0361,28.7037,25.7072,23.3087,21.9989,24.3516,35.5108,32.1368,30.6527,29.3098,27.9354,26.76,25.1805,37.0242,33.2961,31.621,29.9448,28.5103,27.2012,25.5213,32.0832,29.572,28.4991,27.4021,26.2257,25.2897,23.7668,30.1738,28.1678,27.3068,26.379,25.3116,24.5393,23.2832
10/10/2019,57.61,56.825,56.983,57.523,42.3719,33.2148,29.101,25.3876,22.6987,21.9184,26.2176,35.3652,31.9235,30.261,28.9671,27.5952,26.3201,24.8431,36.4822,32.7973,31.0851,29.529,27.9533,26.6557,25.0839,31.5082,29.0214,27.8808,26.8416,25.4161,24.5265,23.0838,29.6143,27.6251,26.7188,25.9039,24.6645,23.8437,22.5698
11/10/2019,59.41,58.077,58.238,59.053,42.2403,31.9409,27.375,23.6949,22.1679,23.6217,31.7204,34.6964,31.2713,29.6123,28.2162,26.8275,25.5492,24.2143,35.7224,32.0316,30.3545,28.7227,27.2118,25.9699,24.7431,30.5907,28.004,26.893,25.7875,24.6095,23.7427,22.2053,28.7294,26.5891,25.6192,24.7628,23.6753,22.9104,21.7029
14/10/2019,59.534,58.668,58.725,58.968,46.0505,33.5149,27.7669,23.3582,21.8548,24.4584,37.3161,34.8566,31.094,29.3918,27.9021,26.5495,25.4365,24.4138,35.1529,31.3074,29.5783,28.055,26.6602,25.554,24.5686,30.0461,27.4323,26.3081,25.2624,24.0119,23.1175,21.981,28.3629,26.2509,25.365,24.5021,23.2866,22.5664,21.472
15/10/2019,59.413,58.72,59.098,58.83,46.9417,33.8373,27.1984,22.0492,21.999,26.8462,39.1794,33.9051,29.9988,28.3268,26.7629,25.4433,24.3813,23.4558,33.9051,29.9988,28.3268,26.7629,25.4433,24.3813,23.4558,29.2183,26.69,25.6075,24.6352,23.2168,22.3624,21.2089,27.715,25.6418,24.7803,24.0213,22.7556,22.0102,20.8374
16/10/2019,58.81,58.3,58.343,58.593,55.2195,37.2738,28.4392,22.8975,24.7235,31.3702,35.364,32.8816,29.1358,27.6603,26.2513,24.817,23.8777,23.3064,32.6344,28.9644,27.4935,26.1068,24.7126,23.7722,23.157,28.4024,25.9458,24.8566,23.639,22.5995,21.8543,20.8257,27.0513,25.0853,24.2474,23.1222,22.2855,21.6032,20.571
17/10/2019,59.038,58.38,58.773,58.82,52.882,32.9701,26.2493,18.378,25.7398,37.7136,51.9504,32.2386,28.4506,26.9642,25.6118,24.3972,23.3701,22.7635,31.7069,28.0533,26.6506,25.3475,24.1056,23.127,22.4732,27.661,25.2023,24.205,23.269,22.0549,21.3018,20.2943,26.4045,24.4219,23.6613,22.9032,21.8472,21.2037,20.2622
18/10/2019,59.395,58.573,58.648,59.103,40.9672,28.0097,22.6021,19.3341,18.2034,19.5979,26.5879,33.144,29.3043,27.8995,26.4725,25.1329,24.1554,23.4127,32.2565,28.6282,27.2767,25.9519,24.6542,23.7014,22.9181,27.967,25.541,24.4922,23.4423,22.3604,21.501,20.612,26.7254,24.7506,23.9412,23.1206,22.1793,21.4966,20.5278
21/10/2019,60.248,59.33,59.38,60.128,33.4415,29.6935,28.3393,27.0177,25.7171,24.637,24.3738,27.699,25.289,24.2911,23.374,22.2309,21.4797,20.6448,31.6367,28.3072,27.0377,25.8933,24.6225,23.6369,22.9494,27.6366,25.2466,24.2587,23.3497,22.2143,21.469,20.6289,26.4885,24.5389,23.7559,23.0152,22.0731,21.457,20.5366
22/10/2019,60.55,59.905,60.29,59.99,34.7913,31.0167,29.6142,28.3224,26.7295,25.5887,25.1673,28.2954,25.928,24.9306,24.0632,22.7028,22.0197,21.1071,32.396,29.1578,27.9637,26.7795,25.2346,24.2505,23.4418,28.1632,25.8374,24.8613,24.0103,22.6617,21.9823,21.066,26.983,25.0947,24.3348,23.6455,22.4816,21.855,20.9334
23/10/2019,60.81,60.305,60.525,60.795,34.5813,30.554,29.1094,27.7457,26.3138,25.1682,25.0388,28.2412,25.7412,24.7651,23.6376,22.6941,21.9144,21.139,31.8881,28.5088,27.2835,26.1463,24.8471,23.8658,23.1661,28.0329,25.603,24.6519,23.5484,22.6209,21.8593,21.0708,26.8285,24.9014,24.1253,23.2149,22.4268,21.7984,20.9401
24/10/2019,61.2,60.451,61.128,60.895,33.8529,30.1997,28.843,27.6737,26.2527,25.2242,25.3498,27.8168,25.3692,24.3491,23.3059,22.3349,21.6439,20.9227,30.9767,27.8397,26.5834,25.5838,24.4385,23.4378,22.9069,27.559,25.1911,24.215,23.1909,22.2521,21.5838,20.8291,26.5223,24.5807,23.8199,22.9488,22.194,21.6268,20.7612
25/10/2019,61.683,60.72,60.79,61.645,33.7307,30.0786,28.8094,27.9047,26.684,25.8132,26.4975,27.1951,24.9159,23.9177,23.0577,22.1728,21.4561,20.8423,30.1316,27.256,26.178,25.2061,24.1505,23.2825,22.936,26.8812,24.685,23.7445,22.9154,22.0362,21.3472,20.6959,25.9696,24.1446,23.4177,22.7248,21.9365,21.3606,20.5918
28/10/2019,62.313,61.68,61.855,62.263,36.5485,32.457,31.0418,29.9745,28.9533,28.3354,29.3955,27.6979,25.3947,24.4812,23.5801,22.7199,22.0926,21.7093,30.6851,27.7572,26.7578,25.7451,24.7893,23.973,23.9604,27.1466,24.9655,24.1026,23.228,22.4419,21.8349,21.3418,26.3113,24.5029,23.7684,23.0098,22.3917,21.8429,21.16
29/10/2019,62.438,60.643,62.243,60.823,39.6632,36.0348,34.68,33.375,32.2961,31.2703,31.5225,30.2744,27.9222,26.8357,25.8439,24.9064,24.1801,23.4387,34.1946,30.8357,29.2955,28.1432,27.228,26.7209,25.8767,29.3822,27.2609,26.2999,25.3838,24.5206,23.8401,23.0415,28.0301,26.3386,25.6289,24.8856,24.2547,23.7411,22.8505
30/10/2019,61.325,60.303,61.19,60.815,41.8476,38.977,37.4943,36.3328,35.3887,34.4217,34.5443,30.8653,28.9952,27.9981,27.0314,26.1701,25.7499,24.6908,35.2261,32.484,30.9993,29.6435,28.5796,27.8319,27.9093,29.7368,27.9177,27.0524,26.1961,25.3738,24.7925,23.8528,28.1553,26.5326,25.8755,25.411,24.6864,24.0542,23.3095
31/10/2019,62.293,59.315,61.81,62.19,31.7217,24.9224,22.6049,21.1896,20.4767,20.9603,24.7958,25.8041,22.7998,21.7004,20.7683,19.972,19.5047,19.4994,27.937,23.142,21.5746,20.334,19.6111,19.3297,20.2528,25.2948,22.7385,21.7672,20.9341,20.1934,19.687,19.3631,25.2155,23.3364,22.5923,21.9289,21.3193,20.8332,20.1564
1/11/2019,63.983,62.29,62.385,63.955,32.038,24.4705,21.9061,20.4306,20.0279,20.8905,25.6811,25.4957,22.4268,21.3126,20.3849,19.7865,19.3179,19.5136,26.8747,22.1942,20.6685,19.6459,19.0642,18.8691,20.2866,25.1591,22.5412,21.5479,20.6915,20.0532,19.5292,19.3532,25.2192,23.2803,22.4829,21.8301,21.2328,20.7033,20.185
4/11/2019,64.461,63.845,64.333,64.375,34.0599,25.6071,22.843,20.9039,20.5236,21.5624,27.2614,26.3074,23.1249,21.9953,21.0241,20.3894,20.0562,20.2641,27.4159,23.0106,21.4991,20.4261,19.779,19.6238,20.8238,25.8792,23.2432,22.2292,21.3807,20.7071,20.2848,20.1326,26.0634,24.1135,23.3188,22.6181,21.9816,21.5557,21.0892
5/11/2019,64.548,64.08,64.263,64.283,34.5538,25.1796,22.1379,20.0698,19.5408,20.7114,26.8238,25.7605,22.5748,21.3507,20.4657,19.7625,19.4326,19.7358,26.9558,22.4585,20.9543,19.79,19.1565,18.969,20.2616,25.4976,22.8774,21.8516,21.0479,20.3624,19.9314,19.7589,25.8623,23.9371,23.1458,22.484,21.8747,21.4292,20.9342
6/11/2019,64.373,63.841,64.193,64.31,34.922,23.8264,19.9301,17.6164,17.5147,19.3002,25.802,24.7081,21.2136,20.0041,19.0722,18.3646,18.1309,18.8324,25.6821,20.8351,19.0923,18.0426,17.6448,17.5075,19.4446,24.423,21.6773,20.6494,19.8366,19.2096,18.779,18.8229,25.0264,23.0389,22.2653,21.6222,21.0623,20.6333,20.2013
7/11/2019,65.088,64.528,64.685,64.858,38.5065,25.617,20.3087,17.0319,16.4184,18.6746,26.654,24.881,21.2201,19.9516,18.7745,18.0633,17.8452,18.5632,25.9377,20.691,18.907,17.5865,16.8225,16.7767,18.7594,24.3881,21.5118,20.4328,19.4828,18.738,18.321,18.2786,25.157,23.1308,22.3388,21.6152,21.0101,20.5739,20.1306
8/11/2019,65.11,64.213,64.673,65.035,40.3338,26.0703,19.8554,16.3183,16.0815,18.618,26.3245,24.7649,21.0764,19.7933,18.6935,18.1647,17.9384,18.7581,25.6456,20.4682,18.812,17.6046,17.0339,16.9912,18.9257,24.2573,21.4192,20.3587,19.4796,18.8769,18.4392,18.4011,25.5125,23.5856,22.8326,22.3312,21.7725,21.2784,20.8681
11/11/2019,65.618,64.57,64.575,65.55,46.8102,31.0861,23.2942,19.4689,19.2964,22.6489,25.253,25.1389,21.2999,19.9176,19.0001,18.4302,18.2357,19.1715,25.839,20.8978,19.2874,18.2076,17.6986,17.6282,19.2241,24.4071,21.6257,20.5736,19.7694,19.1722,18.7857,18.7807,25.714,23.8216,23.1023,22.5464,22.0878,21.5914,21.074
12/11/2019,65.698,65.23,65.388,65.49,51.4275,34.1856,24.5973,19.3466,19.3105,23.8282,36.1412,25.4547,21.4318,20.0639,18.9968,18.2396,18.0441,18.9727,26.0633,21.1004,19.4798,18.2957,17.5562,17.4835,19.1043,24.5703,21.7737,20.6917,19.7864,19.1512,18.7415,18.7022,25.647,23.8945,23.0845,22.4965,21.9699,21.4192,20.9684
13/11/2019,66.195,65.268,65.283,66.118,57.9099,37.4675,26.5484,20.0599,21.6082,28.9167,41.9508,25.6706,21.7904,20.4461,19.4692,18.8332,18.7673,19.8127,26.3742,21.5985,20.072,18.9687,18.4157,18.3591,19.9774,24.8209,22.0253,20.9662,20.2173,19.6031,19.2536,19.2689,26.0633,24.1879,23.4727,22.9631,22.3822,21.8995,21.4202
14/11/2019,66.22,65.525,65.938,65.66,55.0702,32.9156,25.3044,19.8811,26.3558,38.6032,53.0077,26.5179,22.1738,20.6551,19.4904,18.7508,18.6606,19.7874,27.1213,22.0545,20.3491,19.112,18.3687,18.3629,20.0411,25.3592,22.3505,21.2918,20.4063,19.7146,19.3216,19.2881,26.3392,24.4568,23.6807,23.0967,22.5428,22.0396,21.5621
15/11/2019,66.445,65.753,65.92,66.44,38.8023,25.4098,19.8948,16.8413,16.8994,20.0358,28.5605,26.0386,21.6706,20.1133,18.9498,18.2917,18.218,19.7754,26.5125,21.488,19.7993,18.626,17.9371,17.9571,20.0738,25.2294,22.2143,21.0722,20.1146,19.532,19.0834,19.0951,26.6668,24.5975,23.7791,23.1284,22.5472,22.0304,21.5059
18/11/2019,66.858,66.058,66.45,66.775,27.011,22.2793,20.6274,19.5064,18.8478,18.7747,20.467,25.7629,22.7879,21.6012,20.764,20.2043,19.7758,19.771,27.2063,22.2342,20.5177,19.3683,18.724,18.694,20.5959,25.8301,22.9041,21.7355,20.9119,20.3539,19.9205,19.8839,27.1527,25.1391,24.2933,23.7055,23.1726,22.649,22.0433
19/11/2019,67,66.348,66.975,66.573,27.7937,23.0895,21.4259,20.2028,19.4684,19.289,20.8431,26.7997,23.5915,22.396,21.452,20.8709,20.502,20.4577,27.9154,23.0739,21.3726,20.1301,19.3989,19.241,20.9022,26.9063,23.8098,22.6475,21.7383,21.1567,20.7726,20.6636,27.9437,25.8799,25.0105,24.4023,23.8121,23.2919,22.6082
20/11/2019,66.521,65.1,66.385,65.798,29.2534,24.5703,22.9141,21.5994,20.7237,20.1937,20.7125,27.4389,24.2448,23.0743,22.2107,21.4684,20.9309,20.7012,29.2534,24.5703,22.9141,21.5994,20.7237,20.1937,20.7125,27.5676,24.5353,23.4155,22.5831,21.86,21.3051,21.0142,28.3918,26.3496,25.5273,24.8731,24.2571,23.5982,22.9492
21/11/2019,66.001,65.295,65.923,65.503,30.3613,25.7745,24.1392,22.6373,21.6269,20.8797,21.0956,28.1024,24.9717,23.7801,22.7901,22.0696,21.462,21.0938,30.1499,25.648,24.0105,22.5548,21.5559,20.8215,21.0085,28.2424,25.3075,24.1855,23.2483,22.5545,21.9406,21.5076,28.9055,26.8612,26.0442,25.3334,24.7511,24.1064,23.3925
22/11/2019,65.795,65.21,65.647,65.445,28.9941,24.3129,22.5338,21.1651,20.0912,19.5198,19.9261,27.3646,24.2302,22.9173,21.9374,21.2183,20.6374,20.3702,28.6681,24.1249,22.4024,21.0567,20.0367,19.4574,19.8149,27.6129,24.7147,23.5188,22.6166,21.9095,21.3061,20.9464,28.4782,26.4106,25.6075,24.9555,24.2853,23.6142,22.9519
25/11/2019,66.61,65.63,65.678,66.593,28.2021,22.9722,21.056,19.6238,18.7579,18.501,19.9563,26.3829,23.023,21.7265,20.7478,20.1449,19.7491,19.7184,27.2547,22.4776,20.7147,19.4914,18.6086,18.3198,19.3849,26.8374,23.9356,22.7807,21.9257,21.3218,20.8651,20.645,27.6182,25.6332,24.77,24.1357,23.5311,22.9862,22.4176
26/11/2019,66.79,65.625,66.735,66.073,27.9502,22.3759,20.3922,18.9566,18.1468,18.0237,19.9151,26.2314,22.7315,21.4225,20.3426,19.8426,19.3888,19.5035,26.9394,21.9251,20.1257,18.7885,18.0105,17.7882,19.0572,26.7644,23.8177,22.6914,21.7695,21.2069,20.7013,20.522,27.5232,25.5256,24.7101,24.0423,23.3862,22.836,22.2005
27/11/2019,66.995,66.328,66.395,66.96,27.7458,21.8998,19.9049,18.4828,17.6792,17.7718,20.0952,25.8003,22.2098,20.9135,19.8952,19.2341,18.9031,19.2692,26.5162,21.3569,19.5514,18.2952,17.5336,17.4988,19.1146,26.4048,23.4641,22.3381,21.4804,20.8252,20.3728,20.3487,27.1346,25.1543,24.3041,23.6332,22.9857,22.4344,21.8859
29/11/2019,67,66.475,66.65,66.813,30.8359,23.6714,19.8918,19.9651,18.3466,19.4647,23.9607,26.8878,22.1851,21.542,20.3971,20.2117,19.7942,18.9914,28.2571,20.937,21.5605,19.8176,20.0957,18.9654,21.8833,26.8234,24.1901,23.2434,22.4656,22.0375,21.4367,20.63,26.8681,25.5598,24.5949,24.2675,23.9894,23.2545,22.4722
2/12/2019,67.063,65.863,66.818,66.04,31.989,25.8417,23.5483,21.804,20.7362,20.4365,22.7038,28.0103,24.1773,22.7433,21.7427,20.9756,20.525,20.7081,28.6133,23.813,22.0079,20.7567,19.9014,19.5554,20.42,28.512,25.6667,24.6163,23.7871,23.0676,22.5057,22.1965,28.4608,26.4753,25.7054,24.9541,24.3012,23.7475,23.1248
3/12/2019,64.882,64.073,64.578,64.863,33.7957,28.6026,26.4363,24.727,23.1892,22.3573,22.5701,29.8086,26.3617,24.9557,23.994,23.0342,22.3865,21.8911,30.6612,26.3219,24.5831,23.3052,22.2171,21.5457,21.4828,30.1737,27.5235,26.4441,25.6307,24.825,24.1633,23.4914,29.9223,27.9271,27.0819,26.3204,25.6366,25.0721,24.326
4/12/2019,65.828,65.17,65.268,65.435,33.5225,27.1825,24.7116,22.8458,21.4719,20.8493,22.5299,28.79,25.1537,23.7265,22.6302,21.8887,21.2708,21.2262,29.6974,24.9376,23.1879,21.8715,20.9297,20.3683,20.8479,29.418,26.7205,25.6772,24.8179,24.1115,23.4278,22.9607,29.1829,27.1781,26.4031,25.7176,25.0516,24.4429,23.7392
5/12/2019,66.473,65.683,65.948,66.395,34.2122,27.3083,24.5618,22.5053,21.1685,20.9236,23.0818,28.7357,24.875,23.3769,22.2153,21.4591,20.9258,20.9633,29.7422,24.7625,22.8934,21.536,20.5868,20.2211,20.8991,28.5595,26.075,25.1431,24.3134,23.435,22.67,22.1166,29.0304,27.059,26.2586,25.5889,24.7867,24.2845,23.6188
6/12/2019,67.75,66.825,66.87,67.678,32.8917,25.0143,22.0619,19.8872,18.6518,18.5576,22.0588,27.1191,23.0442,21.5261,20.4141,19.7634,19.3472,19.8888,27.7783,22.6093,20.7841,19.4206,18.6788,18.4829,19.7689,27.4116,24.7404,23.766,23.0412,22.3501,21.6904,21.6406,27.9869,26.0094,25.2245,24.5444,23.8787,23.4049,22.8732
9/12/2019,67.7,66.228,67.5,66.73,37.1453,28.7087,25.4599,23.1365,22.0308,22.2101,25.9899,27.7505,23.9013,22.2816,21.2183,20.5157,20.0416,20.4646,28.3793,23.7094,22.0165,20.7493,19.9393,19.6325,20.4805,27.7704,25.5178,24.5229,23.8833,23.147,22.6594,22.1466,28.0638,26.1418,25.3563,24.7227,24.0358,23.5733,23.0883
10/12/2019,67.518,66.465,67.15,67.12,36.5341,28.1021,24.9812,22.6029,21.3505,21.4467,25.4844,27.0277,23.4602,22.106,20.982,20.219,19.772,20.1785,27.8053,23.511,21.8725,20.5876,19.8259,19.4634,20.333,27.99,25.5834,24.6353,23.8114,23.0824,22.5284,22.1427,27.9292,26.067,25.3883,24.664,23.9525,23.5511,22.9716
11/12/2019,67.775,67.125,67.203,67.693,37.7512,28.7822,25.4783,23.1144,21.8515,21.7764,26.2082,27.143,23.4081,21.9434,20.8256,20.2975,19.9164,20.5206,27.9213,23.4425,21.7713,20.5548,19.9472,19.6334,20.5188,28.1894,25.6796,24.6674,23.923,23.2411,22.7385,22.3642,28.0617,26.0855,25.3671,24.6786,23.953,23.4666,22.8694
12/12/2019,68.14,66.83,66.945,67.865,39.7678,28.5996,24.1951,21.2303,20.4338,21.4487,26.9284,27.0734,23.0637,21.5323,20.3973,19.7411,19.4547,20.2372,27.4605,22.9649,21.2953,20.1212,19.5055,19.2689,20.3747,28.5261,26.1861,25.1701,24.2866,23.4637,22.8997,22.5542,27.3576,25.437,24.7085,24.0157,23.2723,22.7816,22.2579
13/12/2019,68.825,67.733,67.865,68.788,38.3821,27.0101,21.7936,18.4851,17.4814,18.9875,27.7239,25.5622,21.4635,19.9554,18.7656,18.202,17.9948,19.1353,25.8185,21.3393,19.6932,18.4756,17.8486,17.6814,19.0928,27.4429,24.9073,23.8921,23.13,22.5568,22.0436,21.763,26.3091,24.4435,23.6779,23.0787,22.3438,21.9318,21.3671
16/12/2019,70.198,69.245,69.25,69.965,46.5758,31.9936,24.9268,21.2215,20.4175,22.9426,32.853,26.2099,21.5892,20.0124,19.1504,18.3654,18.1965,19.5203,26.3309,21.5731,19.964,19.0862,18.2978,18.146,19.5746,26.5722,24.3089,23.4264,22.9499,22.2015,21.6306,21.2865,25.7034,23.9227,23.2234,22.5327,21.9964,21.5753,20.9962
17/12/2019,70.443,69.7,69.893,70.103,48.8997,31.9789,22.9485,17.9318,18.346,23.8361,34.3331,26.0006,21.2329,19.6258,18.4979,18.1482,17.9286,19.4839,26.0006,21.2329,19.6258,18.4979,18.1482,17.9286,19.4839,27.0867,24.7412,23.8068,23.0496,22.3808,21.8576,21.4712,25.8833,24.1422,23.4664,22.8631,22.0289,21.5845,21.0514
18/12/2019,70.475,69.78,69.95,69.935,57.522,37.335,25.3042,18.2809,20.5638,27.6846,46.9092,26.1248,21.1151,19.4368,18.2069,18.0488,17.8491,19.537,25.988,21.1193,19.4938,18.3062,18.1326,17.935,19.5158,26.9915,24.7755,23.8604,23.1199,22.6164,22.053,21.6261,25.6334,23.9915,23.3624,22.8451,22.1233,21.7435,21.1375
19/12/2019,70.295,69.738,69.875,70.005,56.078,35.9013,24.9743,16.8132,25.4867,37.3755,71.6328,26.2847,21.3583,19.8179,19.0253,18.3636,18.1919,19.7981,26.0904,21.4349,19.9447,19.1804,18.4902,18.2936,19.658,27.3082,24.961,24.0661,23.4575,22.7333,22.2394,21.8141,25.8958,24.2452,23.6102,22.8246,22.2667,21.8316,21.3445
20/12/2019,70.663,69.64,70.558,69.86,34.6075,22.555,16.5608,13.7771,14.6319,19.0856,27.733,25.757,20.3046,18.6752,17.9046,17.4401,17.665,20.1031,25.347,20.3978,18.8752,18.165,17.6489,17.7117,19.687,26.214,23.96,23.0897,22.7287,22.1239,21.6343,21.4216,25.0431,23.4128,22.7236,22.1959,21.6652,21.3178,20.8168
23/12/2019,71.063,70.093,70.132,71,25.7903,20.5831,19.0544,18.2962,17.9622,18.1494,20.6534,26.3503,24.1891,23.4162,22.9223,22.3931,21.9929,21.9003,24.6539,20.5175,19.2481,18.5514,18.1636,18.0872,19.6278,26.2412,24.1267,23.3735,22.8639,22.3378,21.9389,21.8136,25.139,23.5087,22.9505,22.316,21.8252,21.4436,20.9967
24/12/2019,71.223,70.73,71.173,71.068,27.4973,21.3835,19.5141,18.7593,18.3934,18.6972,21.6454,27.0731,24.7769,23.984,23.3896,22.7756,22.4368,22.4211,26.0793,21.3839,19.9142,19.2305,18.7697,18.6038,20.1598,26.8666,24.6646,23.8964,23.2801,22.6774,22.3406,22.264,25.5289,23.9389,23.3359,22.611,22.1057,21.7672,21.3031
26/12/2019,72.495,71.175,71.205,72.478,28.8725,22.8322,21.0555,20.3432,19.8705,20.2629,23.4449,27.8991,25.6879,24.9227,24.6128,24.045,23.6143,23.5129,28.9554,24.7595,23.4451,22.6751,22.0854,21.8903,23.04,27.5289,25.4806,24.7546,24.3855,23.8378,23.4288,23.2282,26.1002,24.6605,24.1028,23.5824,23.1104,22.7542,22.2149
27/12/2019,73.493,72.03,72.78,72.45,29.906,25.3553,24.2027,24.0761,23.8435,24.0258,26.2721,28.7902,27.1046,26.5129,26.3114,25.8098,25.4418,25.3139,30.5603,27.3071,26.3101,25.9952,25.5655,25.3531,26.1518,28.3684,26.7945,26.2229,25.9293,25.4496,25.0984,24.8442,27.0168,25.7785,25.2865,24.7789,24.368,24.0271,23.4323
30/12/2019,73.173,71.305,72.365,72.88,31.59,26.7367,25.5007,24.8579,24.7287,24.953,27.4544,29.8367,27.8011,27.0651,26.6425,26.192,25.8561,25.6633,32.6282,29.7933,28.9033,28.395,28.0051,27.8343,28.1203,29.1201,27.3196,26.6717,26.2139,25.7251,25.3912,25.0753,27.4399,26.1359,25.6632,25.2078,24.6741,24.3217,23.7654
31/12/2019,73.42,72.38,72.483,73.413,31.5159,25.7205,24.1988,23.253,22.7548,23.0156,25.6903,29.8401,28.0103,27.4084,26.8831,26.4464,26.0828,25.9087,32.9733,30.6103,29.8602,29.282,28.8314,28.7223,29.1006,29.1994,27.5342,26.9809,26.3905,25.9176,25.5798,25.3152,27.5563,26.2773,25.7838,25.2158,24.727,24.3893,23.921
2/1/2020,75.15,73.798,74.06,75.088,33.2354,27.5885,26.3179,25.5567,25.3301,25.5678,27.7603,30.7954,29.0945,28.5972,28.1277,27.6653,27.3277,27.0988,33.6814,31.7849,31.1087,30.7895,30.1669,29.9123,29.9276,29.8213,28.3589,27.8762,27.4349,26.8815,26.5693,26.2266,27.973,26.9124,26.481,26.1207,25.5024,25.1901,24.6595
3/1/2020,75.145,74.125,74.288,74.358,33.1383,26.8846,25.355,24.6047,24.4063,24.696,27.342,30.4684,28.8975,28.3259,27.9721,27.5243,27.0648,26.8888,33.5201,31.4115,30.7813,30.2754,29.8488,29.4344,29.4881,29.4684,28.0905,27.5591,27.176,26.7126,26.3435,26.0118,27.742,26.6967,26.322,25.9397,25.5194,25.188,24.6393
6/1/2020,74.99,73.188,73.448,74.95,33.5755,26.7887,25.349,24.8615,24.8555,25.6951,30.07,30.0785,28.5803,28.1726,27.8114,27.4527,27.1158,27.1309,32.813,30.8233,30.3592,29.8716,29.4678,29.2571,29.5168,28.9262,27.6521,27.25,26.7755,26.4354,26.1036,25.8631,27.4598,26.4223,26.0597,25.575,25.2301,24.9169,24.4283
7/1/2020,75.225,74.37,74.96,74.598,35.145,27.3531,25.5354,24.7736,24.8176,25.829,30.7615,30.3136,28.7993,28.276,27.8677,27.4811,27.185,27.1542,32.7099,30.8498,30.42,29.9264,29.3221,29.0585,29.3082,29.1074,27.8448,27.412,26.8991,26.4368,26.1782,25.9652,27.6548,26.5906,26.2251,25.7223,25.254,24.9455,24.4988
8/1/2020,76.11,74.289,74.29,75.798,35.7597,26.7082,24.2798,23.3683,23.4739,24.8963,31.4705,29.391,27.9194,27.4829,27.0767,26.7804,26.4582,26.6102,31.5905,29.8054,29.3006,29.156,28.4476,28.1695,28.6652,28.1172,26.8997,26.527,26.0877,25.6842,25.4124,25.2385,26.8123,25.8003,25.5201,25.0851,24.6893,24.3136,23.8886
9/1/2020,77.608,76.55,76.809,77.408,37.2186,28.3901,25.9005,24.6418,24.6004,25.8904,32.7645,30.6407,29.4032,29.1134,28.7876,28.582,28.4986,28.7783,32.7249,31.3103,31.0724,30.7326,30.4518,30.2022,30.6205,29.17,28.1664,27.9409,27.5001,27.1855,27.0269,26.9055,27.7279,26.8855,26.5915,26.1049,25.7969,25.5373,25.2149
10/1/2020,78.168,77.063,77.65,77.583,40.6721,30.1128,27.1637,25.73,25.8102,27.609,37.0343,31.3336,30.0488,29.8499,29.6277,29.5093,29.3969,29.8896,33.6514,32.1639,31.8927,31.7671,31.5765,31.3505,31.9698,29.641,28.5507,28.2765,28.0801,27.6728,27.5874,27.548,27.9709,27.106,26.848,26.7118,26.1346,25.9468,25.6656
13/1/2020,79.268,77.788,77.91,79.24,47.897,34.8733,30.6389,29.0765,28.8476,31.2023,42.255,32.0101,30.6801,30.3859,30.2224,30.0357,30.127,30.8276,33.7195,32.3029,32.0516,32.0656,31.8927,31.864,32.6562,29.6783,28.6822,28.3632,28.1019,27.7933,27.6888,27.7153,27.9332,27.1569,26.8825,26.6676,26.2926,26.0992,25.8259
14/1/2020,79.393,78.043,79.175,78.17,55.0106,37.7998,31.7,29.6265,30.807,34.5901,46.7278,32.7937,31.5581,31.3115,31.1678,31.0408,31.0222,31.427,34.6653,33.2642,33.0274,33.2615,33.0175,32.8405,33.381,30.0775,29.1876,28.9403,28.7863,28.4911,28.3861,28.3486,28.1957,27.475,27.2738,27.0689,26.7626,26.5006,26.222
15/1/2020,78.875,77.388,77.963,77.835,62.6524,41.6362,32.6265,28.3602,30.5333,37.7711,51.366,32.8787,31.5423,31.2152,31.083,30.9455,30.953,31.8924,34.6246,33.0399,32.7379,32.717,32.6159,32.647,33.658,30.0153,28.9945,28.7568,28.5886,28.2535,28.2263,28.3942,28.0363,27.2749,27.0608,26.8874,26.4511,26.3446,26.1393
